YeoJohnson_Average_Light,S5_CO2_Slope,S7_PIR,YeoJohnson_Average_Sound,Day_of_Week,Room_Occupancy_Count
0.9091986444190405,0.4740684793553422,0,0.9702697602148067,4,1
0.9087698518576002,0.4760825780461634,0,0.28597842300758985,4,1
0.9087698518576002,0.47331319234624336,0,0.6993282678093078,4,1
0.9104696331862403,0.4690332326282566,0,0.9393235853567727,4,1
0.9108882554210909,0.4604733131922176,0,0.9773199448726568,4,1
0.9104696331862403,0.4572004028196087,0,0.958347264297783,4,1
0.9096248541702674,0.45921450151042986,0,0.9164053602145876,4,1
0.9091986444190405,0.46651560926468105,0,0.9136525464408054,4,1
0.9091986444190405,0.4728096676735544,0,0.7560554382569951,4,1
0.9100485081982976,0.4748237663643756,0,0.8208215153720595,4,1
0.9096248541702674,0.47557905337347445,0,0.46761615661757716,4,1
0.9100485081982976,0.47205438066452104,0,0.719655014719462,4,1
0.9113044008013402,0.4675226586101244,0,0.6149148885975644,4,1
0.9121293626938887,0.46827794561915775,0,0.9984103428235642,4,1
0.9125382291266577,0.4712990936554222,0,0.6658477904169686,4,1
0.9117180948444061,0.47658610271885227,0,0.7800451245126575,4,1
0.9079044078883785,0.48413897280951346,1,0.9821020670327374,4,1
0.9079044078883785,0.48439073514611974,1,0.9779856934816296,4,1
0.9606078140376004,0.4833836858003491,1,0.9693532657290398,4,2
0.9664350736070466,0.4778449144009019,1,0.9937468590022853,4,2
0.9697941427205541,0.4707955689827333,1,0.999772833882635,4,2
0.9709235644535894,0.45921450151042986,1,0.9728486636117544,4,2
0.9718736062176796,0.4529204431015565,1,0.9620339483977949,4,2
0.972186679695616,0.45216515609245767,1,0.9949743151550303,4,2
0.9723425501766321,0.44738167170178195,1,0.9877289883962748,4,2
0.972807522886908,0.4544310171196887,0,0.9952392913475285,4,2
0.9720303657796514,0.4577039274922976,0,0.9821020670327374,4,2
0.972186679695616,0.4572004028196087,0,0.8719515185687245,4,2
0.9720303657796514,0.4529204431015565,0,0.9999243959739827,4,2
0.9720303657796514,0.4415911379655975,0,0.984980230708653,4,2
0.9720303657796514,0.435800604229413,0,0.9998940941216383,4,2
0.972186679695616,0.4325276938568041,0,0.9288378323635804,4,2
0.9720303657796514,0.43202416918411524,0,0.9999797931025605,4,2
0.9718736062176796,0.4373111782475453,0,0.9974132842592325,4,2
0.9720303657796514,0.44184290030194195,0,0.9815679046044132,4,2
0.9712420667331814,0.4546827794560332,1,0.9976681880459275,4,2
0.9709235644535894,0.4657603222556477,1,0.9949743151550303,4,2
0.9712420667331814,0.4748237663643756,1,0.9744351094008432,4,2
0.9710830452178463,0.48816717019128664,1,0.9987313037082051,4,2
0.9712420667331814,0.5025176233634446,1,0.8267970015187143,4,2
0.971558741232438,0.5239174219533784,1,0.9542777885801801,4,2
0.971558741232438,0.5427995971798676,1,0.9995168511443442,4,2
0.9714006313075652,0.5591641490429122,0,0.9983279129685994,4,2
0.9714006313075652,0.5730110775425121,0,0.9998743142707942,4,2
0.9712420667331814,0.5903826787513273,1,0.9999893379872233,4,2
0.9710830452178463,0.6047331319234853,0,0.9993429811977543,4,2
0.9709235644535894,0.6158106747230344,0,0.867618339746534,4,2
0.9709235644535894,0.6233635448133683,0,0.9996739320761694,4,2
0.9712420667331814,0.6306646525677504,0,0.9990789457322911,4,2
0.9714006313075652,0.6377139979855262,1,0.9108031894240574,4,2
0.9712420667331814,0.647532729103353,1,0.9693532657290398,4,2
0.9714006313075652,0.6568479355486218,1,0.9893621579880685,4,2
0.9712420667331814,0.6651560926481199,1,0.9465274162903021,4,2
0.971558741232438,0.6689325276939414,0,0.9497831694266261,4,2
0.9714006313075652,0.6679254783481707,0,0.8584774845112306,4,2
0.9714006313075652,0.6651560926481199,0,0.8267970015187143,4,2
0.971558741232438,0.657603222557786,0,0.9190650882064362,4,2
0.9712420667331814,0.6482880161125173,0,0.38386717083046634,4,2
0.9712420667331814,0.6404833836855771,0,0.6885826818505939,4,2
0.9712420667331814,0.6281470292043058,1,0.9981491130337286,4,2
0.9714006313075652,0.6241188318225326,1,0.9766327580271765,4,2
0.9714006313075652,0.619335347431595,0,0.9940809758745501,4,2
0.9714006313075652,0.6107754279961451,1,0.9393235853567727,4,2
0.971558741232438,0.6017119838868281,1,0.9890550324519389,4,2
0.9712420667331814,0.5954179254782166,1,0.907853695838474,4,1
0.9714006313075652,0.5921450151056077,0,0.958347264297783,4,1
0.9714006313075652,0.5858509566969962,0,0.8719515185687245,4,2
0.9714006313075652,0.5765357502517274,1,0.9998963235065037,4,2
0.9714006313075652,0.5672205438064587,1,0.9942408707964598,4,2
0.9714006313075652,0.5641993957704561,1,0.9956092826531846,4,2
0.9707636221157556,0.5581570996977963,1,0.9999422097320616,4,2
0.9724979794181225,0.5523665659617427,1,0.9999934684432281,4,2
0.9732685827960326,0.5498489425982981,1,0.9999289701097622,4,2
0.9729616414281594,0.54405840886159,1,0.9998796019658525,4,2
0.9729616414281594,0.5412890231621936,1,0.9964542949827309,4,2
0.972186679695616,0.5415407854981453,1,0.9924103765835972,4,2
0.972807522886908,0.538771399798749,1,0.9943961829118093,4,2
0.9726529696000201,0.5427995971798676,0,0.8536576182304492,4,2
0.9731153273580779,0.5443101711981962,0,0.5048724522381336,4,2
0.9734214098465954,0.5526183282976944,0,0.20176416735566258,4,2
0.9735738105996739,0.5581570996977963,0,0.13979788763601458,4,2
0.9735738105996739,0.55790533736119,0,0.3119081474132776,4,2
0.9734214098465954,0.5644511581064078,0,0.9288378323635804,4,2
0.9735738105996739,0.5621852970795694,0,0.9981491130337286,4,2
0.9738773415004813,0.5576535750252382,0,0.5224521792546216,4,2
0.973725787130644,0.5511077542800203,0,0.9108031894240574,4,2
0.9734214098465954,0.5427995971798676,0,0.6658477904169686,4,2
0.973725787130644,0.5327291037260892,0,0.9933926265762161,4,2
0.9738773415004813,0.5208962739173758,0,0.8949774116155604,4,2
0.973725787130644,0.5135951661629937,0,0.8325611389197138,4,2
0.973725787130644,0.5045317220543313,0,0.9642979700804395,4,2
0.973725787130644,0.4937059415907339,0,0.9798612581408608,4,2
0.9738773415004813,0.48413897280951346,0,0.6993282678093078,4,2
0.973725787130644,0.4818731117820205,0,0.07269426078937052,4,2
0.9740284757558915,0.4775931520642956,0,0.4478809290187381,4,2
0.9743294920396623,0.4745720040280311,0,0.958347264297783,4,2
0.9740284757558915,0.47255790533721,0,0.9702697602148067,4,2
0.9740284757558915,0.4748237663643756,0,0.9653757631189712,4,2
0.9741791919294363,0.4783484390734599,0,0.9921959216251,4,2
0.9741791919294363,0.48615307150040005,1,0.9935723357066886,4,2
0.9741791919294363,0.4982376636450651,1,0.9996812921693505,4,2
0.9738773415004813,0.5050352467268893,0,0.9935723357066886,4,2
0.9741791919294363,0.5128398791538293,0,0.9870028627457264,4,2
0.9740284757558915,0.5186304128898829,1,0.9965470871217936,4,2
0.9732685827960326,0.5259315206442651,1,0.9991842975971987,4,2
0.9729616414281594,0.5319738167169249,0,0.9921959216251,4,2
0.973725787130644,0.5365055387712561,1,0.9963588481241292,4,2
0.9735738105996739,0.5458207452165249,0,0.9924103765835972,4,2
0.9734214098465954,0.5443101711981962,1,0.9968103039146223,4,2
0.9735738105996739,0.5473313192341989,1,0.9854100291320695,4,2
0.9731153273580779,0.5450654582073605,1,0.9943961829118093,4,2
0.9732685827960326,0.5405337361530294,1,0.9973450367525485,4,2
0.973725787130644,0.5307150050352025,1,0.9942408707964598,4,2
0.9738773415004813,0.5219033232624919,0,0.9971285627318547,4,2
0.9743294920396623,0.5140986908355517,0,0.8536576182304492,4,2
0.9741791919294363,0.504279959717725,0,0.9448160773362666,4,2
0.9738773415004813,0.49244712990901157,0,0.9631844507302547,4,2
0.9734214098465954,0.48489425981867773,0,0.9164053602145876,4,2
0.9732685827960326,0.48489425981867773,0,0.46761615661757716,4,2
0.9741791919294363,0.48288016112779114,0,0.9596167324634379,4,2
0.9743294920396623,0.4788519637460179,0,0.9976681880459275,4,2
0.9746288520750161,0.4793554884185759,0,0.9854100291320695,4,2
0.9741791919294363,0.47205438066452104,0,0.9924103765835972,4,2
0.9744793780912258,0.46676737160102555,0,0.9430464123596756,4,2
0.9743294920396623,0.46676737160102555,0,0.999947821341912,4,2
0.9741791919294363,0.4690332326282566,0,0.867618339746534,4,2
0.9741791919294363,0.4675226586101244,0,0.9373659587834355,4,2
0.9740284757558915,0.4685297079555022,0,0.13979788763601458,4,2
0.9735738105996739,0.4657603222556477,0,0.17139641641258158,4,2
0.9734214098465954,0.4622356495466943,0,0.42736637649058246,4,2
0.973725787130644,0.4577039274922976,0,0.4060398298955302,4,2
0.9743294920396623,0.45241691842886755,0,0.8801720987720683,4,2
0.9740284757558915,0.4466263846926831,0,0.9751911130388016,4,2
0.9882488054514196,0.44008056394746525,0,0.9915130161370442,4,2
0.9885932933424078,0.439073514602022,1,0.9992769345494183,4,3
0.9906124543597887,0.4405840886201542,1,0.9999805529149137,4,3
0.9918077001807104,0.4383182275929886,1,0.9982409256188545,4,3
0.9924478220819275,0.4383182275929886,1,0.9999969165779521,4,3
0.9926593839824089,0.44033232628380975,1,0.9999750097438453,4,3
0.9929750510384394,0.4443605236655175,1,0.9999989932565025,4,3
0.9923417034784141,0.447129909365372,1,0.9966373026127597,4,3
0.9918077001807104,0.4456193353472398,1,0.9992037871878809,4,3
0.9920219869576015,0.4493957703926031,1,0.9999880866099615,4,2
0.9919149583828799,0.458459214501331,0,0.9915130161370442,4,2
0.9919149583828799,0.46978851963729,1,0.9620339483977949,4,2
0.9926593839824089,0.4801107754277402,1,0.9999967544769319,4,3
0.9928700510244453,0.4984894259816714,1,0.9997023323011938,4,3
0.9927648289466626,0.5057905337360535,1,0.9999410123201293,4,3
0.9927648289466626,0.5113293051355008,1,0.9998769883100365,4,3
0.991700211488066,0.5183786505539312,1,0.9999999933742512,4,3
0.9925537153046413,0.5239174219533784,1,0.9999999856576214,4,3
0.9924478220819275,0.5307150050352025,1,0.9987313037082051,4,3
0.9923417034784141,0.5415407854981453,1,0.9999949933177235,4,3
0.9925537153046413,0.5468277945616409,1,0.9999999996608069,4,3
0.9926593839824089,0.5558912386703033,1,0.999889481059393,4,3
0.9926593839824089,0.5624370594155211,1,0.9998258535429267,4,3
0.9923417034784141,0.5662134944613426,0,0.9965470871217936,4,3
0.9925537153046413,0.5639476334338498,1,0.9998629841087028,4,3
0.9927648289466626,0.5621852970795694,1,0.9977276488599867,4,3
0.9941156259937105,0.6273917421951415,1,0.9999573799585442,4,3
0.994218023864478,0.6875629405838244,1,0.9999912834995748,4,3
0.994013015601888,0.7364048338370064,1,0.9973450367525485,4,3
0.9941156259937105,0.7865055387712561,1,0.9999859082471376,4,3
0.994013015601888,0.828549848942614,1,0.9999999926985357,4,3
0.9938071541605784,0.8658106747230344,1,0.993016991421676,4,3
0.9937039015537683,0.8952668680765147,1,0.9996081257030913,4,3
0.9938071541605784,0.9166666666664485,1,0.9999997289168836,4,3
0.9937039015537683,0.9420946626381557,0,0.9999920396237261,4,3
0.9936004333112038,0.9650050352464179,1,0.999999999881213,4,3
0.9938071541605784,0.9791037260826241,1,0.9999999011214256,4,3
0.9938071541605784,0.9906847935547314,1,0.998369681471486,4,3
0.9939101919163902,1.0,1,0.9893621579880685,4,3
0.994013015601888,0.9977341389725072,1,0.9983279129685994,4,3
0.993496748644028,0.9869083585095644,0,0.9999573799585442,4,3
0.9937039015537683,0.9645015105738599,1,0.9999713492467182,4,3
0.9939101919163902,0.9337865055386574,1,0.9991011188290089,4,3
0.994218023864478,0.9043303121851771,0,0.729265967849792,4,3
0.9943202099828214,0.8731117824774165,1,0.8914681716543396,4,3
0.9936004333112038,0.8368580060421122,1,0.9999923222706657,4,3
0.9941156259937105,0.7925478348439159,1,0.9999979415228037,4,3
0.997864055825127,0.740433031218125,1,0.9999983392139664,4,3
0.997864055825127,0.6807653575026548,1,0.9999874032088603,4,3
0.9977690124740899,0.6105236656595389,1,0.9999538011023912,4,3
0.9979589132849376,0.5357502517620918,1,0.9999677574552315,4,3
0.9981480730675754,0.5314702920443668,1,0.9999976864850719,4,3
0.9981480730675754,0.524924471299149,1,0.9999989771160294,4,3
0.9985241896696979,0.5191339375630954,1,0.9999509078831343,4,3
0.9977690124740899,0.5110775427995491,1,0.9999912834995748,4,3
0.9988043690727026,0.5040281973817732,1,0.9873714709043988,4,3
0.9991754288981645,0.49471299093650445,1,0.9826198072923291,4,3
0.9988043690727026,0.48313192346439743,1,0.9981491130337286,4,3
0.9989902559303994,0.47255790533721,1,0.9999228025116718,4,3
0.9986177634976146,0.46978851963729,1,0.555652291414797,4,3
0.9983364968645896,0.47205438066452104,0,0.8536576182304492,4,3
0.99824237665104,0.4730614300098989,0,0.4060398298955302,4,3
0.9983364968645896,0.4760825780461634,0,0.5393700141339922,4,3
0.9980535854884687,0.48413897280951346,0,0.4060398298955302,4,3
0.9981480730675754,0.4937059415907339,0,0.5224521792546216,4,3
0.9981480730675754,0.4984894259816714,1,0.2309517954752815,4,3
0.9963206137986051,0.501510574017674,1,0.9999991929004781,4,3
0.9983364968645896,0.5055387713994473,1,0.9999924595765326,4,2
0.9985241896696979,0.5105740181269911,1,0.9999318555037477,4,2
0.9988043690727026,0.5108257804629428,1,0.998762458027634,4,2
0.9989902559303994,0.5100704934537784,1,0.9994303035429735,4,2
0.9991754288981645,0.5083081570994982,1,0.9994565977895995,4,2
0.9997267120472368,0.5022658610268383,1,0.9969738764588547,4,2
0.9992677491692616,0.49194360523645353,1,0.9986993145315675,4,2
0.9992677491692616,0.4803625377643465,1,0.9999999360181846,4,2
0.9993598927572809,0.4677744209464688,0,0.9998629841087028,4,2
0.9993598927572809,0.46072507552856207,1,0.9999981053065656,4,2
0.9992677491692616,0.4529204431015565,1,0.9998098145487091,4,2
0.9995436522434262,0.444612286001862,1,0.998762458027634,4,2
0.9996352693142028,0.4297583081569496,1,0.999981982939298,4,2
0.9995436522434262,0.405840886203257,1,0.9999911233137286,4,2
0.9969051508864466,0.3859516616312459,1,0.9831216591220775,4,2
0.9992677491692616,0.3698388721045458,1,0.999994434479027,4,2
0.9993598927572809,0.36027190332306347,1,0.999966456224517,4,2
0.9988974020384196,0.35372608257784566,1,0.9999911233137286,4,3
0.9997267120472368,0.3532225579051567,1,0.9999987198521316,4,3
0.9995436522434262,0.35246727089612334,1,0.999998677817141,4,3
0.9993598927572809,0.36052366565940797,1,0.9999636833492578,4,3
0.9999090768148631,0.3771399798588625,1,0.9999999913413835,4,2
0.9999090768148631,0.39929506545802607,1,0.9917474508026549,4,2
0.9998179810219112,0.4174219536755604,1,0.9984103428235642,4,3
0.9997267120472368,0.4347935548840352,1,0.9513314266487509,4,3
0.9996352693142028,0.45493454179237763,1,0.999579926275203,4,3
0.9993598927572809,0.46878147029191214,1,0.9999989270233054,4,3
0.9994518602527611,0.4763343403825078,1,0.9970522977821299,4,3
0.9992677491692616,0.4803625377643465,1,0.9164053602145876,4,3
0.9992677491692616,0.48413897280951346,1,0.9631844507302547,4,3
0.9995436522434262,0.48464249748207144,1,0.8536576182304492,4,3
0.9995436522434262,0.48489425981867773,0,0.8434866578751743,4,3
0.9990829313506178,0.48791540785468035,0,0.9373659587834355,4,3
0.9997267120472368,0.4871601208455161,1,0.9620339483977949,4,3
0.9995436522434262,0.49496475327245615,1,0.9608451596515184,4,3
0.9994518602527611,0.5078046324269402,1,0.867618339746534,4,3
0.9992677491692616,0.5188821752264892,1,0.9288378323635804,4,3
0.9991754288981645,0.5276938569985453,1,0.9412163117947794,4,3
0.9992677491692616,0.5208962739173758,1,0.9728486636117544,4,3
0.9992677491692616,0.5138469284996,1,0.9948359891361267,4,3
0.9990829313506178,0.5067975830811695,1,0.9940809758745501,4,3
0.9991754288981645,0.5032729103726089,1,0.999997215528251,4,3
0.9998179810219112,0.500503524672558,1,0.9937468590022853,4,3
0.9993598927572809,0.4987411883182777,1,0.9951087098474649,4,3
0.9990829313506178,0.49496475327245615,0,0.600932855953374,4,3
0.9991754288981645,0.5020140986908866,1,0.9942408707964598,4,3
0.9996352693142028,0.5078046324269402,1,0.729265967849792,4,3
1.0,0.5188821752264892,0,0.764347096042667,4,3
0.9997267120472368,0.5319738167169249,1,0.8719515185687245,4,3
0.9971948127002921,0.543554884189032,1,0.9995700534857197,4,3
0.9992677491692616,0.5533736153068587,1,0.999993350585491,4,3
0.9995436522434262,0.55790533736119,0,0.9997219023297295,4,3
0.9996352693142028,0.5629405840887337,0,0.9608451596515184,4,3
0.9996352693142028,0.565206445115572,0,0.8434866578751743,4,3
0.9999090768148631,0.561430010070405,0,0.9016392122909089,4,3
0.9998179810219112,0.554632426988581,0,0.958347264297783,4,3
0.9998179810219112,0.5448136958707542,0,0.8914681716543396,4,3
0.9995436522434262,0.5352467270895338,0,0.8015430064179119,4,3
0.9998179810219112,0.5229103726082625,0,0.2590077597246996,4,3
0.9998179810219112,0.5113293051355008,0,0.555652291414797,4,3
0.9999090768148631,0.5012588116817223,0,0.9766327580271765,4,3
1.0,0.4932024169181759,0,0.7385274962470113,4,3
0.9998179810219112,0.490433031218125,0,0.4478809290187381,4,3
0.9988974020384196,0.49269889224561786,1,0.8082032581919161,4,3
0.9999090768148631,0.4934541792547822,1,0.5864100411175286,4,3
0.9993598927572809,0.4957200402816205,1,0.555652291414797,4,3
0.9995436522434262,0.49622356495483305,0,0.8878340487250067,4,3
0.9995436522434262,0.501007049345116,0,0.6774280325238852,4,3
0.9996352693142028,0.5065458207452178,0,0.719655014719463,4,3
0.9998179810219112,0.5125881168178776,1,0.8631289864078535,4,3
0.9996352693142028,0.5161127895264384,1,0.9884121506873749,4,3
0.9986177634976146,0.5171198388722089,1,0.9998743142707942,4,3
0.9984304343309165,0.5216515609265401,1,0.9999952500828184,4,3
0.9989902559303994,0.5236656596174267,1,0.9997624415931294,4,3
0.9986177634976146,0.529707955689432,1,0.867618339746534,4,3
0.9989902559303994,0.5365055387712561,1,0.600932855953374,4,3
0.9988043690727026,0.5410372608255873,0,0.28597842300758985,4,3
0.9987111564283684,0.5438066465256383,0,0.600932855953374,4,3
0.9987111564283684,0.5420443101713579,0,0.9973450367525485,4,3
0.9985241896696979,0.5360020140986981,0,0.8631289864078542,4,3
0.9985241896696979,0.5319738167169249,1,0.8208215153720595,4,3
0.9983364968645896,0.529707955689432,1,0.9873714709043988,4,3
0.9984304343309165,0.5259315206442651,1,0.9664190415184071,4,3
0.99824237665104,0.5206445115807695,1,0.9702697602148067,4,3
0.9980535854884687,0.5105740181269911,1,0.999997215528251,4,3
0.9975783655429586,0.49244712990901157,1,0.9999999038070888,4,3
0.9977690124740899,0.4695367573009455,1,0.9999897234313295,4,3
0.9972909849083105,0.44536757301089536,0,0.998101309082674,4,3
0.9924478220819275,0.42673716012068513,1,0.9999957225658067,4,3
0.8633757722017001,0.4076032225577337,1,0.999999921644745,4,0
0.8641510869703828,0.39728096676720487,1,0.9999991671642832,4,0
0.8633757722017001,0.39224572004011926,1,0.8631289864078535,4,0
0.8641510869703828,0.3894763343401993,0,0.46761615661757716,4,0
0.8686546324983928,0.39249748237646376,0,0.10691562492898954,4,0
0.8671809512011506,0.3982880161126482,0,0.13979788763601458,4,0
0.8664339638743714,0.40055387713981383,0,0.20176416735566258,4,0
0.8656800662236004,0.40558912386689944,0,0.13979788763601458,4,0
0.8641510869703828,0.4136455186302429,0,0.10691562492898954,4,0
0.8618028885640563,0.41540785498472615,0,0.10691562492898954,4,0
0.8625930806116282,0.4234642497480762,0,0.13979788763601458,4,0
0.8618028885640563,0.43177240684777074,0,0.10691562492898954,4,0
0.8618028885640563,0.43429003021134627,0,0.10691562492898954,4,0
0.8610050694419666,0.43705941591120084,0,0.13979788763601458,4,0
0.8641510869703828,0.4365558912385119,0,0.4060398298955302,4,0
0.8656800662236004,0.4325276938568041,0,0.38386717083046634,4,0
0.8664339638743714,0.4373111782475453,0,0.2309517954752815,4,0
0.8671809512011506,0.444612286001862,0,0.13979788763601458,4,0
0.8664339638743714,0.45140986908342423,0,0.10691562492898954,4,0
0.8664339638743714,0.4546827794560332,0,0.13979788763601458,4,0
0.8641510869703828,0.4546827794560332,0,0.3119081474132776,4,0
0.8641510869703828,0.4483887210471598,0,0.2309517954752815,4,0
0.8656800662236004,0.4388217522656775,0,0.555652291414797,4,0
0.8656800662236004,0.4227089627389774,0,0.13979788763601458,4,0
0.8656800662236004,0.40030211480346933,0,0.36081276377866234,4,0
0.8641510869703828,0.3781470292042403,0,0.7474530256294399,4,0
0.8625930806116282,0.3658106747229035,1,0.9928207218839817,4,0
0.8633757722017001,0.36052366565940797,0,0.5048724522381336,4,0
0.8618028885640563,0.34692849949628335,0,0.10691562492898954,4,0
0.8618028885640563,0.3318227593152229,0,0.10691562492898954,4,0
0.8610050694419666,0.3126888217521274,0,0.13979788763601458,4,0
0.8618028885640563,0.2900302114804713,0,0.10691562492898954,4,0
0.8633757722017001,0.264350453172158,0,0.13979788763601458,4,0
0.8656800662236004,0.23615307150040005,0,0.10691562492898954,4,0
0.8656800662236004,0.20266868076514655,0,0.4866033438277828,4,0
0.8656800662236004,0.1706948640482217,0,0.46761615661757716,4,0
0.8656800662236004,0.13746223564957455,0,0.4060398298955302,4,0
0.8649191456634588,0.09994964753254781,0,0.28597842300758985,4,0
0.8633757722017001,0.06797583081562292,0,0.10691562492898954,4,0
0.8625930806116282,0.03877139979809441,0,0.07269426078937052,4,0
0.8618028885640563,0.01863041288988293,0,0.4866033438277828,4,0
0.8585645367427095,0.0078046324269401834,0,0.17139641641258158,4,0
0.857734880162119,0.0005035246725579867,0,0.13979788763601458,4,0
0.8568969152821933,0.0,0,0.13979788763601458,4,0
0.8560504954892265,0.0,0,0.07269426078937052,4,0
0.8560504954892265,0.003524672708560661,0,0.13979788763601458,4,0
0.8610050694419666,0.01032225579038476,0,0.10691562492898954,4,0
0.8593860280333285,0.023413897280820384,0,0.13979788763601458,4,0
0.8585645367427095,0.03650553877125606,0,0.17139641641258158,4,0
0.857734880162119,0.04934541792508551,0,0.17139641641258158,4,0
0.8593860280333285,0.06797583081562292,0,0.10691562492898954,4,0
0.8585645367427095,0.09566968781416829,0,0.10691562492898954,4,0
0.857734880162119,0.12940584088602808,0,0.10691562492898954,4,0
0.8585645367427095,0.1565961732120154,0,0.20176416735566258,4,0
0.8593860280333285,0.18328298086609934,0,0.17139641641258158,4,0
0.8593860280333285,0.20594159113775548,0,0.10691562492898954,4,0
0.857734880162119,0.2273413897276893,0,0.13979788763601458,4,0
0.857734880162119,0.2469788519633428,0,0.13979788763601458,4,0
0.857734880162119,0.25830815709949817,0,0.17139641641258158,4,0
0.8585645367427095,0.2673716012081606,0,0.10691562492898954,4,0
0.8568969152821933,0.2706445115807695,0,0.10691562492898954,4,0
0.857734880162119,0.2711480362533275,0,0.2590077597246996,4,0
0.8585645367427095,0.26258811681722305,0,0.3368393849181237,4,0
0.8585645367427095,0.2482376636450651,0,0.2309517954752815,4,0
0.8593860280333285,0.2313695871094625,0,0.2309517954752815,4,0
0.8568969152821933,0.22155085599163574,0,0.2309517954752815,4,0
0.857734880162119,0.20946626384697067,0,0.10691562492898954,4,0
0.8568969152821933,0.1951158106748127,0,0.13979788763601458,4,0
0.8560504954892265,0.1847935548837734,0,0.13979788763601458,4,0
0.8560504954892265,0.1722054380665503,0,0.10691562492898954,4,0
0.8543316859688896,0.16062437059378865,0,0.13979788763601458,4,0
0.8534589838969926,0.1563444108760637,0,0.07269426078937052,4,0
0.8525772019597215,0.1530715005034548,0,0.10691562492898954,4,0
0.8516861736359,0.15080563947596193,0,0.10691562492898954,4,0
0.8516861736359,0.15558912386689944,0,0.10691562492898954,4,0
0.8516861736359,0.16414904330300387,0,0.13979788763601458,4,0
0.8516861736359,0.1734642497482726,0,0.13979788763601458,4,0
0.8507857280080938,0.18982880161131718,0,0.10691562492898954,4,0
